Ensembl Gene ID,Alpaca Ensembl Gene ID,Human Ensembl Gene ID
ENSPFOG00000009084,ENSVPAG00000001247,ENSG00000107651
ENSPFOG00000007269,ENSVPAG00000000190,ENSG00000070729
ENSPFOG00000007269,ENSVPAG00000000190,ENSG00000070729
ENSPFOG00000010734,,
ENSPFOG00000008985,,
ENSPFOG00000008985,,
ENSPFOG00000023767,,
ENSPFOG00000012644,,
ENSPFOG00000010052,ENSVPAG00000006214,ENSG00000065609
ENSPFOG00000010052,ENSVPAG00000006214,ENSG00000065609
ENSPFOG00000010477,,ENSG00000141750
ENSPFOG00000010477,,ENSG00000141750
ENSPFOG00000010477,,ENSG00000141750
ENSPFOG00000024126,,
ENSPFOG00000001163,,ENSG00000136710
ENSPFOG00000012028,,
ENSPFOG00000006518,ENSVPAG00000004389,ENSG00000169884
ENSPFOG00000006518,ENSVPAG00000004389,ENSG00000169884
ENSPFOG00000005703,ENSVPAG00000010859,ENSG00000088808
ENSPFOG00000022665,ENSVPAG00000005791,ENSG00000169896
ENSPFOG00000022665,ENSVPAG00000005791,ENSG00000169896
ENSPFOG00000022665,ENSVPAG00000005791,ENSG00000140678
ENSPFOG00000022665,ENSVPAG00000005791,ENSG00000140678
ENSPFOG00000022665,ENSVPAG00000005791,ENSG00000156886
ENSPFOG00000022665,ENSVPAG00000005791,ENSG00000156886
ENSPFOG00000003574,ENSVPAG00000001258,ENSG00000138073
ENSPFOG00000023198,,
ENSPFOG00000018265,ENSVPAG00000009992,ENSG00000122643
ENSPFOG00000000813,ENSVPAG00000007818,ENSG00000114439
ENSPFOG00000000813,ENSVPAG00000007818,ENSG00000114439
ENSPFOG00000000813,ENSVPAG00000007818,ENSG00000114439
ENSPFOG00000000813,ENSVPAG00000007818,ENSG00000114439
ENSPFOG00000022703,ENSVPAG00000003639,ENSG00000104808
ENSPFOG00000005836,ENSVPAG00000001162,ENSG00000155506
ENSPFOG00000023599,,ENSG00000171680
ENSPFOG00000022615,,
ENSPFOG00000023294,,ENSG00000068001
ENSPFOG00000005958,ENSVPAG00000011941,ENSG00000187595
ENSPFOG00000005958,ENSVPAG00000011941,ENSG00000187595
ENSPFOG00000005958,ENSVPAG00000011941,ENSG00000187595
ENSPFOG00000006083,,
ENSPFOG00000014512,ENSVPAG00000003266,ENSG00000143603
ENSPFOG00000014512,ENSVPAG00000003266,ENSG00000143603
ENSPFOG00000011015,ENSVPAG00000010280,ENSG00000128829
ENSPFOG00000001677,,
ENSPFOG00000007377,ENSVPAG00000006676,ENSG00000153201
ENSPFOG00000006659,,
ENSPFOG00000002311,,
ENSPFOG00000007424,,ENSG00000160214
ENSPFOG00000007424,,ENSG00000160208
ENSPFOG00000012093,,
ENSPFOG00000001144,,
ENSPFOG00000001144,,
ENSPFOG00000007418,,
ENSPFOG00000004952,ENSVPAG00000001643,ENSG00000134759
ENSPFOG00000004952,ENSVPAG00000001643,ENSG00000134759
ENSPFOG00000005715,ENSVPAG00000007224,ENSG00000206560
ENSPFOG00000004794,ENSVPAG00000000096,ENSG00000029993
ENSPFOG00000022373,ENSVPAG00000009414,ENSG00000113318
ENSPFOG00000015738,ENSVPAG00000002158,ENSG00000173200
ENSPFOG00000015738,ENSVPAG00000002158,ENSG00000173193
ENSPFOG00000023301,,
ENSPFOG00000001202,,ENSG00000224531
ENSPFOG00000003577,ENSVPAG00000012521,ENSG00000143771
ENSPFOG00000009197,,
ENSPFOG00000005728,ENSVPAG00000012420,ENSG00000177054
ENSPFOG00000016557,ENSVPAG00000001029,ENSG00000117620
ENSPFOG00000009145,ENSVPAG00000002755,ENSG00000120899
ENSPFOG00000017758,ENSVPAG00000005243,ENSG00000170153
ENSPFOG00000012370,,ENSG00000169710
ENSPFOG00000010585,,
ENSPFOG00000018971,,
ENSPFOG00000018971,,
ENSPFOG00000018971,,
ENSPFOG00000002145,ENSVPAG00000004000,ENSG00000095627
ENSPFOG00000002280,,
ENSPFOG00000002280,,
ENSPFOG00000002280,,
ENSPFOG00000002280,,
ENSPFOG00000015503,,
ENSPFOG00000009688,,
ENSPFOG00000002266,,ENSG00000185024
ENSPFOG00000002266,,ENSG00000185024
ENSPFOG00000018129,ENSVPAG00000006079,ENSG00000110801
ENSPFOG00000018129,ENSVPAG00000006079,ENSG00000256950
ENSPFOG00000000043,ENSVPAG00000002758,ENSG00000015592
ENSPFOG00000010879,ENSVPAG00000006535,ENSG00000164896
ENSPFOG00000018383,ENSVPAG00000009507,ENSG00000173166
ENSPFOG00000003315,ENSVPAG00000008107,ENSG00000204385
ENSPFOG00000009358,,ENSG00000141026
ENSPFOG00000011024,ENSVPAG00000010621,ENSG00000159251
ENSPFOG00000014181,ENSVPAG00000009392,ENSG00000164434
ENSPFOG00000023852,,
ENSPFOG00000023743,,
ENSPFOG00000000577,ENSVPAG00000007715,ENSG00000163602
ENSPFOG00000007515,ENSVPAG00000003234,ENSG00000166323
ENSPFOG00000021882,ENSVPAG00000012400,ENSG00000041802
ENSPFOG00000004732,,
ENSPFOG00000004732,,
ENSPFOG00000023509,,
ENSPFOG00000023509,,
ENSPFOG00000023509,,
ENSPFOG00000002332,ENSVPAG00000008315,ENSG00000175662
ENSPFOG00000009623,ENSVPAG00000001004,ENSG00000143569
ENSPFOG00000009623,ENSVPAG00000001004,ENSG00000143569
ENSPFOG00000001195,,
ENSPFOG00000003293,,
ENSPFOG00000006565,,ENSG00000125084
ENSPFOG00000005990,ENSVPAG00000005219,ENSG00000100592
ENSPFOG00000018277,ENSVPAG00000002405,ENSG00000137100
ENSPFOG00000016606,ENSVPAG00000003652,ENSG00000188859
ENSPFOG00000008318,,ENSG00000130414
ENSPFOG00000008318,,ENSG00000130414
ENSPFOG00000008318,,ENSG00000130414
ENSPFOG00000009366,,ENSG00000108551
ENSPFOG00000005905,ENSVPAG00000001935,ENSG00000066382
ENSPFOG00000010169,ENSVPAG00000005292,ENSG00000101247
ENSPFOG00000010169,ENSVPAG00000005292,ENSG00000101247
ENSPFOG00000006041,ENSVPAG00000011938,ENSG00000168259
ENSPFOG00000001715,ENSVPAG00000003639,ENSG00000104808
ENSPFOG00000014636,ENSVPAG00000004789,ENSG00000160710
ENSPFOG00000009798,ENSVPAG00000011362,ENSG00000163625
ENSPFOG00000009798,ENSVPAG00000011362,ENSG00000163625
ENSPFOG00000013282,ENSVPAG00000008710,ENSG00000136014
ENSPFOG00000013282,ENSVPAG00000008710,ENSG00000136014
ENSPFOG00000001213,,ENSG00000158156
ENSPFOG00000009044,ENSVPAG00000011461,ENSG00000157103
ENSPFOG00000010284,ENSVPAG00000004866,ENSG00000126821
ENSPFOG00000010284,ENSVPAG00000004866,ENSG00000126821
ENSPFOG00000009810,,
ENSPFOG00000003188,,ENSG00000115307
ENSPFOG00000000044,ENSVPAG00000000547,ENSG00000112115
ENSPFOG00000000044,ENSVPAG00000000547,ENSG00000112116
ENSPFOG00000000044,ENSVPAG00000000545,ENSG00000112115
ENSPFOG00000000044,ENSVPAG00000000545,ENSG00000112116
ENSPFOG00000022750,ENSVPAG00000012404,ENSG00000185112
ENSPFOG00000011440,,ENSG00000128591
ENSPFOG00000005184,ENSVPAG00000010399,ENSG00000136928
ENSPFOG00000006621,ENSVPAG00000005612,ENSG00000130529
ENSPFOG00000006621,ENSVPAG00000005612,ENSG00000130529
ENSPFOG00000022283,ENSVPAG00000000862,ENSG00000175449
ENSPFOG00000006088,,ENSG00000128272
ENSPFOG00000006088,,ENSG00000128272
ENSPFOG00000006088,,ENSG00000128272
ENSPFOG00000003588,,ENSG00000177697
ENSPFOG00000022898,,
ENSPFOG00000002345,ENSVPAG00000003999,ENSG00000165813
ENSPFOG00000023810,,ENSG00000123411
ENSPFOG00000005522,ENSVPAG00000000004,ENSG00000032742
ENSPFOG00000005522,ENSVPAG00000000004,ENSG00000032742
ENSPFOG00000022388,ENSVPAG00000009510,ENSG00000163599
ENSPFOG00000015818,,ENSG00000187796
ENSPFOG00000002339,,ENSG00000171953
ENSPFOG00000006416,ENSVPAG00000005222,ENSG00000126790
ENSPFOG00000013865,,
ENSPFOG00000003581,,
ENSPFOG00000018541,,ENSG00000205744
ENSPFOG00000018541,,ENSG00000205744
ENSPFOG00000018541,,ENSG00000205744
ENSPFOG00000009665,,
ENSPFOG00000001905,ENSVPAG00000009817,
ENSPFOG00000003352,ENSVPAG00000001160,ENSG00000168522
ENSPFOG00000012563,ENSVPAG00000005703,ENSG00000132640
ENSPFOG00000002547,,ENSG00000184887
ENSPFOG00000002547,,ENSG00000184887
ENSPFOG00000001191,ENSVPAG00000010481,ENSG00000141294
ENSPFOG00000012436,,ENSG00000171551
ENSPFOG00000012436,,ENSG00000171551
ENSPFOG00000009721,,ENSG00000126562
ENSPFOG00000007563,ENSVPAG00000001315,ENSG00000132963
ENSPFOG00000023594,,ENSG00000185271
ENSPFOG00000023594,,ENSG00000185271
ENSPFOG00000023594,,ENSG00000185271
ENSPFOG00000024790,,
ENSPFOG00000005899,ENSVPAG00000007898,ENSG00000130340
ENSPFOG00000005431,,
ENSPFOG00000005431,,
ENSPFOG00000010835,ENSVPAG00000004415,ENSG00000102901
ENSPFOG00000010835,ENSVPAG00000004415,ENSG00000102901
ENSPFOG00000024560,ENSVPAG00000001532,ENSG00000146385
ENSPFOG00000024560,ENSVPAG00000001532,ENSG00000146383
ENSPFOG00000024560,ENSVPAG00000001532,ENSG00000135569
ENSPFOG00000024560,ENSVPAG00000001532,ENSG00000237110
ENSPFOG00000024560,ENSVPAG00000011908,ENSG00000146385
ENSPFOG00000024560,ENSVPAG00000011908,ENSG00000146383
ENSPFOG00000024560,ENSVPAG00000011908,ENSG00000135569
ENSPFOG00000024560,ENSVPAG00000011908,ENSG00000237110
ENSPFOG00000024560,ENSVPAG00000005111,ENSG00000146385
ENSPFOG00000024560,ENSVPAG00000005111,ENSG00000146383
ENSPFOG00000024560,ENSVPAG00000005111,ENSG00000135569
ENSPFOG00000024560,ENSVPAG00000005111,ENSG00000237110
ENSPFOG00000024560,ENSVPAG00000008294,ENSG00000146385
ENSPFOG00000024560,ENSVPAG00000008294,ENSG00000146383
ENSPFOG00000024560,ENSVPAG00000008294,ENSG00000135569
ENSPFOG00000024560,ENSVPAG00000008294,ENSG00000237110
ENSPFOG00000008413,ENSVPAG00000001954,ENSG00000173599
ENSPFOG00000009904,ENSVPAG00000002271,ENSG00000167186
ENSPFOG00000007677,ENSVPAG00000011372,ENSG00000133112
ENSPFOG00000007677,ENSVPAG00000011372,ENSG00000133112
ENSPFOG00000007677,ENSVPAG00000008472,ENSG00000133112
ENSPFOG00000007677,ENSVPAG00000008472,ENSG00000133112
ENSPFOG00000016618,ENSVPAG00000004127,ENSG00000162368
ENSPFOG00000022217,,
ENSPFOG00000022364,,
ENSPFOG00000024131,,
ENSPFOG00000001216,ENSVPAG00000008024,ENSG00000124701
ENSPFOG00000012007,ENSVPAG00000005079,ENSG00000128596
ENSPFOG00000006097,,ENSG00000178878
ENSPFOG00000010196,,
ENSPFOG00000016338,ENSVPAG00000004141,ENSG00000006459
ENSPFOG00000016338,ENSVPAG00000004141,ENSG00000006459
ENSPFOG00000009378,,ENSG00000005513
ENSPFOG00000001245,,ENSG00000158156
ENSPFOG00000001245,,ENSG00000158156
ENSPFOG00000005972,,ENSG00000137868
ENSPFOG00000002046,ENSVPAG00000010880,ENSG00000110075
ENSPFOG00000002046,ENSVPAG00000010880,ENSG00000110075
ENSPFOG00000022501,,
ENSPFOG00000002406,,ENSG00000141034
ENSPFOG00000002604,ENSVPAG00000003666,ENSG00000169016
ENSPFOG00000010105,ENSVPAG00000006214,ENSG00000065609
ENSPFOG00000002209,ENSVPAG00000012533,ENSG00000106052
ENSPFOG00000002209,ENSVPAG00000012533,ENSG00000106052
ENSPFOG00000002209,ENSVPAG00000012533,ENSG00000106052
ENSPFOG00000006119,,ENSG00000165323
ENSPFOG00000022438,ENSVPAG00000002759,ENSG00000104228
ENSPFOG00000022438,ENSVPAG00000002759,ENSG00000104228
ENSPFOG00000023887,,
ENSPFOG00000018452,ENSVPAG00000001532,ENSG00000146385
ENSPFOG00000018452,ENSVPAG00000001532,ENSG00000146383
ENSPFOG00000018452,ENSVPAG00000001532,ENSG00000135569
ENSPFOG00000018452,ENSVPAG00000001532,ENSG00000237110
ENSPFOG00000018452,ENSVPAG00000011908,ENSG00000146385
ENSPFOG00000018452,ENSVPAG00000011908,ENSG00000146383
ENSPFOG00000018452,ENSVPAG00000011908,ENSG00000135569
ENSPFOG00000018452,ENSVPAG00000011908,ENSG00000237110
ENSPFOG00000018452,ENSVPAG00000005111,ENSG00000146385
ENSPFOG00000018452,ENSVPAG00000005111,ENSG00000146383
ENSPFOG00000018452,ENSVPAG00000005111,ENSG00000135569
ENSPFOG00000018452,ENSVPAG00000005111,ENSG00000237110
ENSPFOG00000018452,ENSVPAG00000008294,ENSG00000146385
ENSPFOG00000018452,ENSVPAG00000008294,ENSG00000146383
ENSPFOG00000018452,ENSVPAG00000008294,ENSG00000135569
ENSPFOG00000018452,ENSVPAG00000008294,ENSG00000237110
ENSPFOG00000019221,ENSVPAG00000001532,ENSG00000146385
ENSPFOG00000019221,ENSVPAG00000001532,ENSG00000146383
ENSPFOG00000019221,ENSVPAG00000001532,ENSG00000135569
ENSPFOG00000019221,ENSVPAG00000001532,ENSG00000237110
ENSPFOG00000019221,ENSVPAG00000011908,ENSG00000146385
ENSPFOG00000019221,ENSVPAG00000011908,ENSG00000146383
ENSPFOG00000019221,ENSVPAG00000011908,ENSG00000135569
ENSPFOG00000019221,ENSVPAG00000011908,ENSG00000237110
ENSPFOG00000019221,ENSVPAG00000005111,ENSG00000146385
ENSPFOG00000019221,ENSVPAG00000005111,ENSG00000146383
ENSPFOG00000019221,ENSVPAG00000005111,ENSG00000135569
ENSPFOG00000019221,ENSVPAG00000005111,ENSG00000237110
ENSPFOG00000019221,ENSVPAG00000008294,ENSG00000146385
ENSPFOG00000019221,ENSVPAG00000008294,ENSG00000146383
ENSPFOG00000019221,ENSVPAG00000008294,ENSG00000135569
ENSPFOG00000019221,ENSVPAG00000008294,ENSG00000237110
ENSPFOG00000014324,ENSVPAG00000004334,ENSG00000166797
ENSPFOG00000019143,ENSVPAG00000000823,ENSG00000171603
ENSPFOG00000019143,ENSVPAG00000000823,ENSG00000171603
ENSPFOG00000010667,,ENSG00000073670
ENSPFOG00000007753,,ENSG00000007541
ENSPFOG00000009829,ENSVPAG00000006840,ENSG00000188739
ENSPFOG00000009829,ENSVPAG00000006840,ENSG00000188739
ENSPFOG00000020829,ENSVPAG00000011527,ENSG00000151458
ENSPFOG00000009883,ENSVPAG00000002271,ENSG00000167186
ENSPFOG00000010321,,ENSG00000141013
ENSPFOG00000003017,,ENSG00000064961
ENSPFOG00000011076,ENSVPAG00000005788,ENSG00000187951
ENSPFOG00000011076,ENSVPAG00000005788,ENSG00000198826
ENSPFOG00000018419,,
ENSPFOG00000006635,ENSVPAG00000005746,ENSG00000178401
ENSPFOG00000006635,ENSVPAG00000005746,ENSG00000178401
ENSPFOG00000006635,ENSVPAG00000005746,ENSG00000178401
ENSPFOG00000012011,ENSVPAG00000008507,ENSG00000057704
ENSPFOG00000003772,ENSVPAG00000001934,ENSG00000152219
ENSPFOG00000003772,ENSVPAG00000001934,ENSG00000268714
ENSPFOG00000003772,ENSVPAG00000001934,ENSG00000268223
ENSPFOG00000021893,ENSVPAG00000002158,ENSG00000173200
ENSPFOG00000021893,ENSVPAG00000002158,ENSG00000173193
ENSPFOG00000023047,ENSVPAG00000004573,ENSG00000173950
ENSPFOG00000012655,,
ENSPFOG00000012655,,
ENSPFOG00000003526,,ENSG00000204308
ENSPFOG00000003526,,ENSG00000204308
ENSPFOG00000023327,,
ENSPFOG00000001306,,ENSG00000116350
ENSPFOG00000002290,,ENSG00000116198
ENSPFOG00000002290,,ENSG00000116198
ENSPFOG00000022957,ENSVPAG00000001532,ENSG00000146385
ENSPFOG00000022957,ENSVPAG00000001532,ENSG00000146383
ENSPFOG00000022957,ENSVPAG00000001532,ENSG00000135569
ENSPFOG00000022957,ENSVPAG00000001532,ENSG00000237110
ENSPFOG00000022957,ENSVPAG00000011908,ENSG00000146385
ENSPFOG00000022957,ENSVPAG00000011908,ENSG00000146383
ENSPFOG00000022957,ENSVPAG00000011908,ENSG00000135569
ENSPFOG00000022957,ENSVPAG00000011908,ENSG00000237110
ENSPFOG00000022957,ENSVPAG00000005111,ENSG00000146385
ENSPFOG00000022957,ENSVPAG00000005111,ENSG00000146383
ENSPFOG00000022957,ENSVPAG00000005111,ENSG00000135569
ENSPFOG00000022957,ENSVPAG00000005111,ENSG00000237110
ENSPFOG00000022957,ENSVPAG00000008294,ENSG00000146385
ENSPFOG00000022957,ENSVPAG00000008294,ENSG00000146383
ENSPFOG00000022957,ENSVPAG00000008294,ENSG00000135569
ENSPFOG00000022957,ENSVPAG00000008294,ENSG00000237110
ENSPFOG00000006806,,
ENSPFOG00000017710,,ENSG00000110619
ENSPFOG00000014208,,ENSG00000182809
ENSPFOG00000014208,,ENSG00000146215
ENSPFOG00000010188,,
ENSPFOG00000001699,,ENSG00000185271
ENSPFOG00000009229,ENSVPAG00000007376,ENSG00000114854
ENSPFOG00000012110,ENSVPAG00000010581,ENSG00000197181
ENSPFOG00000009782,,ENSG00000115446
ENSPFOG00000017771,ENSVPAG00000006574,ENSG00000143970
ENSPFOG00000017771,ENSVPAG00000006574,ENSG00000143970
ENSPFOG00000017771,ENSVPAG00000006574,ENSG00000143970
ENSPFOG00000017771,ENSVPAG00000006574,ENSG00000143970
ENSPFOG00000010868,,
ENSPFOG00000023740,ENSVPAG00000001532,ENSG00000146385
ENSPFOG00000023740,ENSVPAG00000001532,ENSG00000146383
ENSPFOG00000023740,ENSVPAG00000001532,ENSG00000135569
ENSPFOG00000023740,ENSVPAG00000001532,ENSG00000237110
ENSPFOG00000023740,ENSVPAG00000011908,ENSG00000146385
ENSPFOG00000023740,ENSVPAG00000011908,ENSG00000146383
ENSPFOG00000023740,ENSVPAG00000011908,ENSG00000135569
ENSPFOG00000023740,ENSVPAG00000011908,ENSG00000237110
ENSPFOG00000023740,ENSVPAG00000005111,ENSG00000146385
ENSPFOG00000023740,ENSVPAG00000005111,ENSG00000146383
ENSPFOG00000023740,ENSVPAG00000005111,ENSG00000135569
ENSPFOG00000023740,ENSVPAG00000005111,ENSG00000237110
ENSPFOG00000023740,ENSVPAG00000008294,ENSG00000146385
ENSPFOG00000023740,ENSVPAG00000008294,ENSG00000146383
ENSPFOG00000023740,ENSVPAG00000008294,ENSG00000135569
ENSPFOG00000023740,ENSVPAG00000008294,ENSG00000237110
ENSPFOG00000022565,,
ENSPFOG00000011028,,ENSG00000084234
ENSPFOG00000011028,,ENSG00000084234
ENSPFOG00000024656,ENSVPAG00000001149,ENSG00000104497
ENSPFOG00000000327,ENSVPAG00000009129,ENSG00000076716
ENSPFOG00000000327,ENSVPAG00000009129,ENSG00000076716
ENSPFOG00000018944,,
ENSPFOG00000019222,ENSVPAG00000001532,ENSG00000146385
ENSPFOG00000019222,ENSVPAG00000001532,ENSG00000146383
ENSPFOG00000019222,ENSVPAG00000001532,ENSG00000135569
ENSPFOG00000019222,ENSVPAG00000001532,ENSG00000237110
ENSPFOG00000019222,ENSVPAG00000011908,ENSG00000146385
ENSPFOG00000019222,ENSVPAG00000011908,ENSG00000146383
ENSPFOG00000019222,ENSVPAG00000011908,ENSG00000135569
ENSPFOG00000019222,ENSVPAG00000011908,ENSG00000237110
ENSPFOG00000019222,ENSVPAG00000005111,ENSG00000146385
ENSPFOG00000019222,ENSVPAG00000005111,ENSG00000146383
ENSPFOG00000019222,ENSVPAG00000005111,ENSG00000135569
ENSPFOG00000019222,ENSVPAG00000005111,ENSG00000237110
ENSPFOG00000019222,ENSVPAG00000008294,ENSG00000146385
ENSPFOG00000019222,ENSVPAG00000008294,ENSG00000146383
ENSPFOG00000019222,ENSVPAG00000008294,ENSG00000135569
ENSPFOG00000019222,ENSVPAG00000008294,ENSG00000237110
ENSPFOG00000013335,ENSVPAG00000008711,ENSG00000074527
ENSPFOG00000006106,,ENSG00000278570
ENSPFOG00000004065,ENSVPAG00000008016,ENSG00000181195
ENSPFOG00000016628,,ENSG00000113916
ENSPFOG00000023472,,
ENSPFOG00000006720,,ENSG00000171680
ENSPFOG00000003835,,
ENSPFOG00000003835,,
ENSPFOG00000009769,,ENSG00000204913
ENSPFOG00000013243,ENSVPAG00000008065,ENSG00000157703
ENSPFOG00000013243,ENSVPAG00000008065,ENSG00000157703
ENSPFOG00000000098,ENSVPAG00000006897,ENSG00000144036
ENSPFOG00000000098,ENSVPAG00000006897,ENSG00000144036
ENSPFOG00000018138,ENSVPAG00000007995,ENSG00000186638
ENSPFOG00000009257,ENSVPAG00000001246,ENSG00000197771
ENSPFOG00000022236,ENSVPAG00000004174,ENSG00000146278
ENSPFOG00000000046,ENSVPAG00000011923,ENSG00000186918
ENSPFOG00000022473,ENSVPAG00000007352,ENSG00000206561
ENSPFOG00000022473,ENSVPAG00000007352,ENSG00000206561
ENSPFOG00000005544,,ENSG00000119514
ENSPFOG00000006503,ENSVPAG00000004857,ENSG00000140015
ENSPFOG00000002460,ENSVPAG00000010676,ENSG00000178127
ENSPFOG00000015481,ENSVPAG00000009977,ENSG00000184226
ENSPFOG00000003537,ENSVPAG00000008504,ENSG00000138617
ENSPFOG00000018458,ENSVPAG00000001532,ENSG00000146385
ENSPFOG00000018458,ENSVPAG00000001532,ENSG00000146383
ENSPFOG00000018458,ENSVPAG00000001532,ENSG00000135569
ENSPFOG00000018458,ENSVPAG00000001532,ENSG00000237110
ENSPFOG00000018458,ENSVPAG00000011908,ENSG00000146385
ENSPFOG00000018458,ENSVPAG00000011908,ENSG00000146383
ENSPFOG00000018458,ENSVPAG00000011908,ENSG00000135569
ENSPFOG00000018458,ENSVPAG00000011908,ENSG00000237110
ENSPFOG00000018458,ENSVPAG00000005111,ENSG00000146385
ENSPFOG00000018458,ENSVPAG00000005111,ENSG00000146383
ENSPFOG00000018458,ENSVPAG00000005111,ENSG00000135569
ENSPFOG00000018458,ENSVPAG00000005111,ENSG00000237110
ENSPFOG00000018458,ENSVPAG00000008294,ENSG00000146385
ENSPFOG00000018458,ENSVPAG00000008294,ENSG00000146383
ENSPFOG00000018458,ENSVPAG00000008294,ENSG00000135569
ENSPFOG00000018458,ENSVPAG00000008294,ENSG00000237110
ENSPFOG00000002455,,ENSG00000196408
ENSPFOG00000002455,,ENSG00000196408
ENSPFOG00000024537,,
ENSPFOG00000003083,,ENSG00000167658
ENSPFOG00000014184,,
ENSPFOG00000006110,,ENSG00000178878
ENSPFOG00000010026,,ENSG00000143575
ENSPFOG00000010026,,ENSG00000143575
ENSPFOG00000006094,,
ENSPFOG00000006094,,
ENSPFOG00000006219,,
ENSPFOG00000009949,,ENSG00000116957
ENSPFOG00000010916,,ENSG00000182575
ENSPFOG00000006266,,ENSG00000177239
ENSPFOG00000023821,,
ENSPFOG00000023821,,
ENSPFOG00000023821,,
ENSPFOG00000023821,,
ENSPFOG00000023821,,
ENSPFOG00000023821,,
ENSPFOG00000000457,ENSVPAG00000009676,ENSG00000121270
ENSPFOG00000000457,ENSVPAG00000009676,ENSG00000140798
ENSPFOG00000000457,ENSVPAG00000009679,ENSG00000121270
ENSPFOG00000000457,ENSVPAG00000009679,ENSG00000140798
ENSPFOG00000003590,ENSVPAG00000009358,ENSG00000147679
ENSPFOG00000021779,,
ENSPFOG00000021779,,
ENSPFOG00000018454,ENSVPAG00000001532,ENSG00000146385
ENSPFOG00000018454,ENSVPAG00000001532,ENSG00000146383
ENSPFOG00000018454,ENSVPAG00000001532,ENSG00000135569
ENSPFOG00000018454,ENSVPAG00000001532,ENSG00000237110
ENSPFOG00000018454,ENSVPAG00000011908,ENSG00000146385
ENSPFOG00000018454,ENSVPAG00000011908,ENSG00000146383
ENSPFOG00000018454,ENSVPAG00000011908,ENSG00000135569
ENSPFOG00000018454,ENSVPAG00000011908,ENSG00000237110
ENSPFOG00000018454,ENSVPAG00000005111,ENSG00000146385
ENSPFOG00000018454,ENSVPAG00000005111,ENSG00000146383
ENSPFOG00000018454,ENSVPAG00000005111,ENSG00000135569
ENSPFOG00000018454,ENSVPAG00000005111,ENSG00000237110
ENSPFOG00000018454,ENSVPAG00000008294,ENSG00000146385
ENSPFOG00000018454,ENSVPAG00000008294,ENSG00000146383
ENSPFOG00000018454,ENSVPAG00000008294,ENSG00000135569
ENSPFOG00000018454,ENSVPAG00000008294,ENSG00000237110
ENSPFOG00000022687,,
ENSPFOG00000000972,,ENSG00000159263
ENSPFOG00000000972,,ENSG00000159263
ENSPFOG00000000972,,ENSG00000159263
ENSPFOG00000001759,,ENSG00000185271
ENSPFOG00000001759,,ENSG00000185271
ENSPFOG00000010193,,
ENSPFOG00000017785,,
ENSPFOG00000001118,ENSVPAG00000006523,ENSG00000112592
ENSPFOG00000016650,,
ENSPFOG00000010215,,
ENSPFOG00000006631,ENSVPAG00000004866,ENSG00000126821
ENSPFOG00000010017,,
ENSPFOG00000024368,,
ENSPFOG00000001001,ENSVPAG00000003552,ENSG00000096696
ENSPFOG00000000048,ENSVPAG00000011813,ENSG00000140307
ENSPFOG00000022593,,
ENSPFOG00000003638,ENSVPAG00000007349,ENSG00000104312
ENSPFOG00000022110,,
ENSPFOG00000018282,ENSVPAG00000011364,ENSG00000057663
ENSPFOG00000018282,ENSVPAG00000011364,ENSG00000057663
ENSPFOG00000018264,ENSVPAG00000010539,ENSG00000145375
ENSPFOG00000009304,,ENSG00000164086
ENSPFOG00000006136,,ENSG00000187051
ENSPFOG00000017076,,ENSG00000231256
ENSPFOG00000003604,,
ENSPFOG00000001401,ENSVPAG00000000536,ENSG00000066135
ENSPFOG00000001401,ENSVPAG00000000536,ENSG00000066135
ENSPFOG00000007811,,ENSG00000158483
ENSPFOG00000007811,,ENSG00000118894
ENSPFOG00000007811,,ENSG00000145002
ENSPFOG00000007811,,ENSG00000186523
ENSPFOG00000009828,ENSVPAG00000001346,ENSG00000023228
ENSPFOG00000009836,ENSVPAG00000001711,ENSG00000108344
ENSPFOG00000012713,ENSVPAG00000010001,ENSG00000173852
ENSPFOG00000012713,ENSVPAG00000010001,ENSG00000177990
ENSPFOG00000003238,ENSVPAG00000008381,ENSG00000060566
ENSPFOG00000015497,,ENSG00000152192
ENSPFOG00000014681,,
ENSPFOG00000000649,,
ENSPFOG00000022544,,ENSG00000180644
ENSPFOG00000000428,ENSVPAG00000009130,ENSG00000147257
ENSPFOG00000006911,,ENSG00000109046
ENSPFOG00000017774,ENSVPAG00000007040,ENSG00000121680
ENSPFOG00000019857,,ENSG00000152518
ENSPFOG00000005988,ENSVPAG00000010147,ENSG00000165475
ENSPFOG00000014338,ENSVPAG00000006309,ENSG00000104133
ENSPFOG00000010694,ENSVPAG00000010908,ENSG00000133393
ENSPFOG00000006150,ENSVPAG00000004949,ENSG00000128311
ENSPFOG00000006150,ENSVPAG00000004949,ENSG00000128309
ENSPFOG00000006150,ENSVPAG00000004950,ENSG00000128311
ENSPFOG00000006150,ENSVPAG00000004950,ENSG00000128309
ENSPFOG00000016654,,ENSG00000178772
ENSPFOG00000016654,,ENSG00000178772
ENSPFOG00000006238,,
ENSPFOG00000002613,ENSVPAG00000010577,ENSG00000186487
ENSPFOG00000001816,,ENSG00000111077
ENSPFOG00000001816,,ENSG00000111077
